,Theta,alpha,amp_p,bar_p,folder,r
423,0.1394583249195745,0.6283185307179586,0.006534545521427471,0.001601043135242831,case423,0.30000000000000004
424,0.1394583249195745,0.7853981633974483,0.00665996513184365,0.0016919063413428188,case424,0.30000000000000004
425,0.1394583249195745,0.9424777960769379,0.006760502328000967,0.0017469208889501436,case425,0.30000000000000004
426,0.1394583249195745,1.0995574287564276,0.006865170645121478,0.0017887939662310558,case426,0.30000000000000004
427,0.1394583249195745,1.2566370614359172,0.0069527793231115775,0.0018143790872010809,case427,0.30000000000000004
428,0.1394583249195745,1.413716694115407,0.007030058735923944,0.0018286149644146977,case428,0.30000000000000004
429,0.1394583249195745,1.5707963267948966,0.007081374759768386,0.0018291184690980263,case429,0.30000000000000004
430,0.1394583249195745,0.15707963267948966,0.004902446048068458,0.0008113680166761544,case430,0.4
431,0.1394583249195745,0.3141592653589793,0.0060761598336279,0.001039309184645794,case431,0.4
432,0.1394583249195745,0.471238898038469,0.006279000019485968,0.001415682977299863,case432,0.4
433,0.1394583249195745,0.6283185307179586,0.006374357437146887,0.0016335373132800829,case433,0.4
434,0.1394583249195745,0.7853981633974483,0.006518739133041486,0.0017308898122172388,case434,0.4
435,0.1394583249195745,0.9424777960769379,0.00663271483934224,0.0017883866848096756,case435,0.4
436,0.1394583249195745,1.0995574287564276,0.006740467696613584,0.001829814915851173,case436,0.4
437,0.1394583249195745,1.2566370614359172,0.006839621863060223,0.0018575288082293994,case437,0.4
438,0.1394583249195745,1.413716694115407,0.006924332754889914,0.0018732801024709978,case438,0.4
439,0.1394583249195745,1.5707963267948966,0.0069864057434249945,0.0018757905511705723,case439,0.4
440,0.1394583249195745,0.15707963267948966,0.004398575484682984,0.000797265781621778,case440,0.5
441,0.1394583249195745,0.3141592653589793,0.005563397783380132,0.0010305392219468648,case441,0.5
442,0.1394583249195745,0.471238898038469,0.005770012202436336,0.0014098199466040613,case442,0.5
443,0.1394583249195745,0.6283185307179586,0.005883777054855711,0.0016347987755617923,case443,0.5
444,0.1394583249195745,0.7853981633974483,0.006037339074601205,0.001738424337227843,case444,0.5
445,0.1394583249195745,0.9424777960769379,0.006161541812076311,0.0018038151980359469,case445,0.5
446,0.1394583249195745,1.0995574287564276,0.00628451999189414,0.0018552791842128924,case446,0.5
447,0.1394583249195745,1.2566370614359172,0.006383940724135785,0.0018874318375590234,case447,0.5
448,0.1394583249195745,1.413716694115407,0.006470263939933425,0.0019073605103767063,case448,0.5
449,0.1394583249195745,1.5707963267948966,0.006528613980750284,0.0019100519167659141,case449,0.5
450,0.1394583249195745,0.15707963267948966,0.003594407098504689,0.0007423498300593243,case450,0.6
451,0.1394583249195745,0.3141592653589793,0.004702943184738946,0.0009736122500152848,case451,0.6
452,0.1394583249195745,0.471238898038469,0.0048814760096000075,0.0013564657276902842,case452,0.6
453,0.1394583249195745,0.6283185307179586,0.005004187035330007,0.0015724022883332868,case453,0.6
454,0.1394583249195745,0.7853981633974483,0.005157827739005359,0.0016833452079411007,case454,0.6
455,0.1394583249195745,0.9424777960769379,0.005275324165129564,0.001756780792472433,case455,0.6
456,0.1394583249195745,1.0995574287564276,0.005383095314937808,0.0018146470294946198,case456,0.6
457,0.1394583249195745,1.2566370614359172,0.00547306387880169,0.0018524291772679879,case457,0.6
458,0.1394583249195745,1.413716694115407,0.00554069508678983,0.0018719425498865967,case458,0.6
459,0.1394583249195745,1.5707963267948966,0.005598602218756664,0.0018782631673913035,case459,0.6
460,0.1394583249195745,0.15707963267948966,0.002574249713889187,0.0006338262218363612,case460,0.7000000000000001
461,0.1394583249195745,0.3141592653589793,0.003534032633214769,0.0008539896200429878,case461,0.7000000000000001
462,0.1394583249195745,0.471238898038469,0.0036279681768722964,0.0012243903925757836,case462,0.7000000000000001
463,0.1394583249195745,0.6283185307179586,0.0037575253958747807,0.0014090127436973624,case463,0.7000000000000001
464,0.1394583249195745,0.7853981633974483,0.0038808226964811626,0.001511453519964271,case464,0.7000000000000001
465,0.1394583249195745,0.9424777960769379,0.003967229874570317,0.0015792341994947442,case465,0.7000000000000001
466,0.1394583249195745,1.0995574287564276,0.004034901815047139,0.001626434234686581,case466,0.7000000000000001
467,0.1394583249195745,1.2566370614359172,0.004091939034961931,0.001657724796704416,case467,0.7000000000000001
468,0.1394583249195745,1.413716694115407,0.004142196158158788,0.0016767243074091126,case468,0.7000000000000001
469,0.1394583249195745,1.5707963267948966,0.004176966944719394,0.001678253705392447,case469,0.7000000000000001
470,0.1394583249195745,0.15707963267948966,0.0014873756081154512,0.0004593606737447885,case470,0.8
471,0.1394583249195745,0.3141592653589793,0.002162298957015763,0.0006651079314169318,case471,0.8
472,0.1394583249195745,0.471238898038469,0.002150736468237655,0.0009706357489560243,case472,0.8
473,0.1394583249195745,0.6283185307179586,0.002265629419622166,0.0010844659863029898,case473,0.8
474,0.1394583249195745,0.7853981633974483,0.0023349333864578067,0.0011438376194945654,case474,0.8
475,0.1394583249195745,0.9424777960769379,0.0023725649261681922,0.001178891701194825,case475,0.8
476,0.1394583249195745,1.0995574287564276,0.0023995003751743123,0.0012025932229504969,case476,0.8
477,0.1394583249195745,1.2566370614359172,0.0024225008056559653,0.0012173482103807261,case477,0.8
478,0.1394583249195745,1.413716694115407,0.0024450619200895507,0.0012259298629718686,case478,0.8
479,0.1394583249195745,1.5707963267948966,0.0024677606529213353,0.0012289069542881232,case479,0.8
480,0.1394583249195745,0.15707963267948966,0.0005359350768757269,0.0002132129356229469,case480,0.9
481,0.1394583249195745,0.3141592653589793,0.0007330571418640679,0.0003739806807960749,case481,0.9
482,0.1394583249195745,0.471238898038469,0.0007319295984756409,0.00046608097983785724,case482,0.9
483,0.1394583249195745,0.6283185307179586,0.0007670716871054072,0.0004829014109585093,case483,0.9
484,0.1394583249195745,0.7853981633974483,0.0007804317194952186,0.0004924367966015564,case484,0.9
485,0.1394583249195745,0.9424777960769379,0.0007843137716445585,0.000497114981185463,case485,0.9
486,0.1394583249195745,1.0995574287564276,0.0007862972606463185,0.0005002276104474276,case486,0.9
487,0.1394583249195745,1.2566370614359172,0.0007885204479589779,0.0005017285641366587,case487,0.9
488,0.1394583249195745,1.413716694115407,0.000791435570439884,0.0005023080901234782,case488,0.9
489,0.1394583249195745,1.5707963267948966,0.000795888884405611,0.000504290813619841,case489,0.9
490,0.1394583249195745,0.15707963267948966,1.8840215701714597e-05,-1.9060800292039747e-05,case490,1.0
491,0.1394583249195745,0.3141592653589793,1.8846409930428776e-05,-1.9061817661465397e-05,case491,1.0
492,0.1394583249195745,0.471238898038469,1.885748447790456e-05,-1.9076066517144052e-05,case492,1.0
493,0.1394583249195745,0.6283185307179586,1.884467268053065e-05,-1.9129844923815974e-05,case493,1.0
494,0.1394583249195745,0.7853981633974483,1.8947106011356042e-05,-1.906492026267231e-05,case494,1.0
495,0.1394583249195745,0.9424777960769379,1.884571773474612e-05,-1.912552979629618e-05,case495,1.0
496,0.1394583249195745,1.0995574287564276,1.8857410945395377e-05,-1.9061784481828465e-05,case496,1.0
497,0.1394583249195745,1.2566370614359172,1.883699015127053e-05,-1.9043402009740544e-05,case497,1.0
498,0.1394583249195745,1.413716694115407,1.8829119345855364e-05,-1.9039818493664692e-05,case498,1.0
499,0.1394583249195745,1.5707963267948966,1.8888840602190546e-05,-1.90635642188444e-05,case499,1.0
500,0.1801173528334133,0.15707963267948966,0.008351714742967215,0.0015752998870991412,case500,0.1
501,0.1801173528334133,0.3141592653589793,0.010491231207815787,0.0019341573295025695,case501,0.1
502,0.1801173528334133,0.471238898038469,0.011533692402316246,0.0024732172291403696,case502,0.1
503,0.1801173528334133,0.6283185307179586,0.011335673407037906,0.0031912988253640856,case503,0.1
504,0.1801173528334133,0.7853981633974483,0.011532513855894204,0.0034982107273827073,case504,0.1
505,0.1801173528334133,0.9424777960769379,0.01175738474606773,0.003673815726357911,case505,0.1
506,0.1801173528334133,1.0995574287564276,0.011941498121707902,0.0037885626454963657,case506,0.1
507,0.1801173528334133,1.2566370614359172,0.012107123339151721,0.003863069042993959,case507,0.1
508,0.1801173528334133,1.413716694115407,0.012257924311630149,0.0039087175240633066,case508,0.1
509,0.1801173528334133,1.5707963267948966,0.012370579916671778,0.003930553578713124,case509,0.1
510,0.1801173528334133,0.15707963267948966,0.008624922851926535,0.0016179873966172724,case510,0.2
511,0.1801173528334133,0.3141592653589793,0.010764305862362537,0.0019804292287402573,case511,0.2
512,0.1801173528334133,0.471238898038469,0.011810610107714545,0.0025097334577396115,case512,0.2
513,0.1801173528334133,0.6283185307179586,0.011561902475893095,0.003238693939655218,case513,0.2
514,0.1801173528334133,0.7853981633974483,0.01170115875249337,0.0035413132852991887,case514,0.2
515,0.1801173528334133,0.9424777960769379,0.011895402113296686,0.003712068258954366,case515,0.2
516,0.1801173528334133,1.0995574287564276,0.012059552418393404,0.003821571520942505,case516,0.2
517,0.1801173528334133,1.2566370614359172,0.012197998626249998,0.003886668605242058,case517,0.2
518,0.1801173528334133,1.413716694115407,0.01234706952832243,0.003932109292064818,case518,0.2
519,0.1801173528334133,1.5707963267948966,0.012455131109203653,0.0039521095078377776,case519,0.2
520,0.1801173528334133,0.15707963267948966,0.008715534018907636,0.0016660536397424014,case520,0.30000000000000004
521,0.1801173528334133,0.3141592653589793,0.010883328458922413,0.0020381658403715694,case521,0.30000000000000004
522,0.1801173528334133,0.471238898038469,0.011997715134031297,0.002564684798310493,case522,0.30000000000000004
523,0.1801173528334133,0.6283185307179586,0.011705389817853639,0.0033099968172311126,case523,0.30000000000000004
